Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Racquet Sports,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.35
The Shoot,2010,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35
Enemy Territory: Quake Wars,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35
F1 Race Stars,2012,Racing,Codemasters,0.06,0.21,0,0.08,0.35
Conan,2007,Action,THQ,0.13,0.15,0,0.06,0.34
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34
Silent Hill HD Collection,2012,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.15,0.13,0,0.06,0.34
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.14,0.15,0,0.05,0.34
NHL 09,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.34
Buzz! The Ultimate Music Quiz,2010,Misc,Sony Computer Entertainment,0,0.25,0,0.08,0.34
The Eye of Judgment,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.34
Sengoku Musou 3 Z,2011,Action,Ackkstudios,0,0,0.33,0,0.33
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
Binary Domain,2012,Action,Sega,0.09,0.08,0.14,0.03,0.33
The Darkness II,2012,Shooter,Take-Two Interactive,0.14,0.14,0,0.05,0.33
SingStar Take That,2009,Misc,Sony Computer Entertainment,0,0.3,0,0.03,0.33
NCAA Basketball 10,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33
Rugby World Cup 2011,2011,Sports,505 Games,0,0.25,0,0.08,0.33
Dragon Ball Z: Battle of Z,2014,Fighting,Namco Bandai Games,0.1,0.11,0.06,0.05,0.33
FIFA Street 3,2008,Sports,Electronic Arts,0.08,0.18,0,0.06,0.33
Cabela's Dangerous Hunts 2011,2010,Sports,Activision,0.26,0.04,0,0.03,0.33
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.15,0.12,0,0.05,0.33
Vin Diesel: Wheelman,2009,Racing,Ubisoft,0.12,0.15,0,0.06,0.33
Angry Birds Star Wars,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33
Clash of the Titans,2010,Action,Namco Bandai Games,0.09,0.16,0.01,0.06,0.33
Folklore,2007,Role-Playing,Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
Dead Rising 2: Off the Record,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.33
Def Jam Rapstar,2010,Misc,Konami Digital Entertainment,0.25,0.05,0,0.03,0.33
J Stars Victory Vs.,2014,Fighting,Namco Bandai Games,0.04,0.06,0.2,0.02,0.32
Resident Evil: Revelations 2,2015,Action,Capcom,0.06,0.08,0.16,0.03,0.32
Golden Axe: Beast Rider,2008,Action,Sega,0.13,0.14,0,0.06,0.32
Overlord II,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32
LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0,0.05,0.32
Sniper Elite 3,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31
MLB 07: The Show,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31
Major League Baseball 2K8,2008,Sports,Bethesda Softworks,0.28,0,0,0.02,0.31
Sorcery,2012,Action,Sony Computer Entertainment,0.14,0.12,0,0.05,0.31
The King of Fighters XIII,2011,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31
Monsters vs. Aliens,2009,Action,Activision,0.21,0.06,0,0.03,0.31
One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0.09,0.12,0.06,0.05,0.3
Dai-2-Ji Super Robot Taisen OG,2012,Strategy,Namco Bandai Games,0,0,0.3,0,0.3
Stranglehold,2007,Shooter,Midway Games,0.24,0.03,0,0.03,0.3
Drakengard 3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.3
Call of Juarez: The Cartel,2011,Shooter,Ubisoft,0.12,0.13,0,0.05,0.3
Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.05,0.3
Dreamworks Madagascar Kartz,2009,Racing,Activision,0.19,0.07,0,0.04,0.3
Fist of the North Star: Ken's Rage 2,2012,Fighting,Tecmo Koei,0,0,0.3,0,0.3
Front Mission Evolved,2010,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
The Godfather: Dons Edition,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29
The Amazing Spider-Man 2 (2014),2014,Action,Activision,0.06,0.16,0.02,0.05,0.29
Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,0.11,0.08,0.07,0.03,0.29
Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
The Bureau: XCOM Declassified,2013,Shooter,Take-Two Interactive,0.08,0.16,0,0.05,0.29
Starhawk,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29
Medieval Moves: Deadmund's Quest,2011,Action,Sony Computer Entertainment,0.13,0.12,0,0.05,0.29
Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29
One Piece: Pirate Warriors 3,2015,Action,Namco Bandai Games,0,0.09,0.19,0.01,0.29
Trivial Pursuit,2009,Misc,Electronic Arts,0.12,0.12,0,0.05,0.29
BlazBlue: Chrono Phantasma,2013,Fighting,Arc System Works,0.13,0,0.14,0.02,0.29
El Shaddai: Ascension of the Metatron,2011,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29
Family Guy: Back to the Multiverse,2012,Action,Activision,0.12,0.12,0,0.05,0.29
The Golden Compass,2007,Action,Sega,0.14,0.1,0,0.05,0.29
Hot Shots Golf: World Invitational,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28
Tony Hawk: Shred,2010,Sports,Activision,0.18,0.07,0,0.04,0.28
Siren: Blood Curse,2008,Action,Sony Computer Entertainment,0,0.17,0.09,0.02,0.28
Dead to Rights: Retribution,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28
Army of Two: The Devil's Cartel,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
Guitar Hero Live,2015,Misc,Activision,0.09,0.14,0,0.05,0.28
Shadows of the Damned,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28
Just Dance 2015,2014,Misc,Ubisoft,0.12,0.11,0,0.05,0.28
Guitar Hero: Van Halen,2009,Misc,Activision,0.14,0.09,0,0.04,0.28
Puppeteer,2013,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28
Rapala Pro Bass Fishing 2010,2010,Sports,Activision,0.18,0.06,0,0.03,0.27
Hatsune Miku: Project Diva f,2013,Misc,Sega,0.08,0,0.19,0.01,0.27
The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.06,0.16,0,0.05,0.27
Sengoku Basara 4,2014,Action,Capcom,0,0,0.27,0,0.27
Spider-Man: Web of Shadows,2008,Action,Activision,0.2,0.04,0,0.03,0.27
The Incredible Hulk,2008,Action,Sega,0.22,0.03,0,0.03,0.27
NASCAR 2011: The Game,2011,Racing,Activision,0.25,0,0,0.02,0.27
Rock Revolution,N/A,Misc,Unknown,0.25,0,0,0.02,0.27
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,Activision,0.11,0.11,0,0.05,0.27
Jikkyou Powerful Pro Yakyuu 2010,2010,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27
Dynasty Warriors 7: Xtreme Legends,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27
Atelier Ayesha: The Alchemist of Dusk,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.27
NBA 07,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02,0.26
Gundam Breaker,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26
A.C.E.: Another Century's Episode R,2010,Simulation,Namco Bandai Games,0,0,0.26,0,0.26
Dragon Age Origins: Awakening,2010,Role-Playing,Spike,0.24,0,0,0.02,0.26
Prison Break: The Conspiracy,2010,Action,Deep Silver,0.05,0.16,0,0.05,0.26
Jikkyou Powerful Pro Yakyuu 2013,2013,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26
Jonah Lomu Rugby Challenge,N/A,Sports,Home Entertainment Suppliers,0,0.2,0,0.06,0.26
Jikkyou Powerful Pro Yakyuu 2011,2011,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26
Disney Sing It: Pop Hits,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.26
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26
Yakuza: Ishin,2014,Action,Sega,0,0,0.26,0,0.26
Tom Clancy's Splinter Cell: Double Agent,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26
The Testament of Sherlock Holmes,2012,Adventure,Focus Home Interactive,0.05,0.15,0,0.06,0.26
Samurai Warriors 4,2014,Action,Tecmo Koei,0,0,0.26,0,0.26
Star Trek: The Game,2013,Action,Namco Bandai Games,0.1,0.11,0,0.05,0.26
Tokyo Jungle,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26
Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
NASCAR 09,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
NHL 08,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
Journey,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25
The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,Vivendi Games,0.12,0.1,0,0.04,0.25
Hatsune Miku: Project Diva F 2nd,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25
Game of Thrones,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,0.25
Up,2009,Action,THQ,0.15,0.07,0,0.03,0.25
Birds of Steel,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
Just Dance Kids 2,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
X-Men: Destiny,2011,Action,Activision,0.14,0.08,0,0.03,0.25
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,0.12,0.09,0,0.04,0.25
Yakuza Zero: The Place of Oath,2015,Action,Sega,0,0,0.25,0,0.25
TV Superstars,2010,Misc,Sony Computer Entertainment,0.07,0.13,0,0.05,0.25
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.18,0.04,0,0.03,0.25
Fuel,2009,Racing,Codemasters,0.08,0.12,0,0.05,0.25
Hasbro Family Game Night 3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.25
SBK Superbike World Championship,2008,Racing,Black Bean Games,0.12,0.11,0,0.02,0.25
Major League Baseball 2K7,2007,Sports,Spike,0.23,0,0,0.02,0.25
Turning Point: Fall of Liberty,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.25
Monster Jam: Path of Destruction,2010,Racing,Activision,0.21,0.02,0,0.02,0.24
Pure Futbol,2010,Sports,Ubisoft,0.06,0.13,0,0.05,0.24
Atelier Meruru: Alchemist of Arland 3,2011,Role-Playing,Nippon Ichi Software,0.05,0,0.18,0.01,0.24
AC/DC LIVE: Rock Band Track Pack,2008,Misc,MTV Games,0.21,0.01,0,0.02,0.24
Singularity,N/A,Shooter,Unknown,0.17,0.04,0.01,0.03,0.24
Grand Slam Tennis 2,2012,Sports,Electronic Arts,0.09,0.11,0,0.04,0.24
Bakugan: Battle Brawlers,2009,Action,Activision,0.19,0.03,0,0.02,0.24
Mobile Suit Gundam Battlefield Record U.C.0081,2009,Action,Namco Bandai Games,0,0,0.24,0,0.24
Pictionary: Ultimate Edition,2011,Misc,THQ,0.15,0.06,0,0.03,0.24
Risen 2: Dark Waters,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
Ar tonelico Qoga: Knell of Ar Ciel,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
Madagascar: Escape 2 Africa,2008,Action,Activision,0.12,0.08,0,0.04,0.23
Saint Seiya: Sanctuary Battle,2011,Action,Namco Bandai Games,0,0.09,0.11,0.03,0.23
Cross Edge,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
Cabela's Big Game Hunter 2012,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
SingStar Pop Edition,2009,Misc,Sony Computer Entertainment,0,0.19,0,0.05,0.23
Dynasty Warriors: Gundam Reborn,2013,Action,Tecmo Koei,0,0,0.23,0,0.23
The Club,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
Carnival Island,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
Hannah Montana: The Movie,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.03,0.23
NASCAR 08,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23
Spider-Man: Edge of Time,2011,Action,Activision,0.13,0.07,0,0.03,0.23
Cabela's Outdoor Adventures (2009),2009,Sports,Activision Value,0.21,0,0,0.02,0.23
Musou Orochi Z,2009,Action,Tecmo Koei,0,0,0.23,0,0.23
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23
Ratchet & Clank: Full Frontal Assault,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.02,0.23
Child of Eden,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23
3rd Super Robot Wars Z Jigoku Hen,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22
Killer is Dead,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22
G-Force,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22
Sengoku Basara 3 Utage,2011,Action,Capcom,0,0,0.22,0,0.22
MotoGP 09/10,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22
Rune Factory: Tides of Destiny,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,0.22
Move Fitness,N/A,Sports,Sony Computer Entertainment,0,0.17,0,0.05,0.22
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22
Hitman: HD Trilogy,2013,Action,Square Enix,0.07,0.1,0,0.04,0.22
Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
The Legend of Heroes: Trails of Cold Steel,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
The Walking Dead: Season Two,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22
Just Dance 2016,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
Pinball Hall of Fame: The Williams Collection,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22
Lost Planet 3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22
SBK X: Superbike World Championship,2010,Racing,Black Bean Games,0.05,0.13,0,0.04,0.22
Apache: Air Assault,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22
Afrika,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21
SingStar: Back to the 80s,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.05,0.21
Baja: Edge of Control,2008,Racing,THQ,0.1,0.08,0,0.04,0.21
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21
de Blob 2,2011,Platform,THQ,0.11,0.07,0,0.03,0.21
GRID Autosport,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21
G.I. Joe: The Rise of Cobra,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21
Champion Jockey: G1 Jockey & Gallop Racer,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21
WRC: FIA World Rally Championship,N/A,Racing,Black Bean Games,0,0.15,0.01,0.05,0.21
Disgaea D2: A Brighter Darkness,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.21
Marvel Super Hero Squad: Comic Combat,2011,Action,THQ,0.11,0.07,0,0.03,0.21
Pro Yaky? Spirits 2010,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
Anarchy Reigns,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
Kung Fu Rider,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21
Jikkyou Powerful Pro Yakyuu 2012,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21
Enchanted Arms,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2
Mobile Suit Gundam: Crossfire,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2
Fairy Fencer F,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2
Atelier Shallie: Alchemists of the Dusk Sea,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2
Arcana Heart 3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
International Cricket 2010,2010,Sports,Codemasters,0,0.15,0,0.05,0.2
Way of the Samurai 4,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2
Clive Barker's Jericho,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2
Captain America: Super Soldier,2011,Action,Sega,0.1,0.07,0,0.03,0.2
Afro Samurai,2009,Action,Atari,0.12,0.05,0,0.03,0.2
No More Heroes: Heroes' Paradise,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2
The Witch and the Hundred Knight,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.08,0.09,0,0.04,0.2
Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
Pro Yaky? Spirits 2013,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
DanceDanceRevolution,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.2
Armored Core 4,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2
DiRT Showdown,2012,Racing,Codemasters,0.02,0.13,0,0.04,0.19
The Rise of the Argonauts,2008,Role-Playing,Codemasters,0.05,0.12,0,0.03,0.19
Saw II: Flesh & Blood,2010,Action,Konami Digital Entertainment,0.1,0.07,0,0.03,0.19
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,0.13,0.04,0,0.02,0.19
Quantum Theory,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19
Shrek: Forever After,2010,Platform,Activision,0.16,0.02,0,0.02,0.19
Rock Band Country Track Pack,2009,Misc,MTV Games,0.18,0,0,0.01,0.19
50 Cent: Blood on the Sand,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
Conflict: Denied Ops,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
Major League Baseball 2K12,2012,Sports,Take-Two Interactive,0.18,0,0,0.01,0.19
Plants vs. Zombies,2011,Strategy,PopCap Games,0.18,0,0,0.01,0.19
Kamen Rider: Battride War,2013,Action,Namco Bandai Games,0,0,0.19,0,0.19
Armored Core: For Answer,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
Cars: Race-O-Rama,2009,Racing,THQ,0.14,0.03,0,0.02,0.19
Rango: The Video Game,2011,Action,Electronic Arts,0.07,0.09,0,0.04,0.19
Warriors: Legends of Troy,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
Brunswick Pro Bowling,2010,Sports,505 Games,0.1,0.06,0,0.03,0.19
Shaun White Skateboarding,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
Cabela's Survival: Shadows of Katmai,2011,Sports,Activision,0.11,0.05,0,0.03,0.19
CSI: Fatal Conspiracy,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
Nobunaga no Yabou: Souzou,2013,Strategy,Tecmo Koei,0,0,0.19,0,0.19
Bolt,2008,Adventure,Disney Interactive Studios,0.12,0.05,0,0.02,0.19
Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
Jurassic: The Hunted,2009,Shooter,Activision,0.17,0,0,0.02,0.19
EyePet & Friends,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.18
How to Train Your Dragon,2010,Action,Activision,0.12,0.04,0,0.02,0.18
Trinity Universe,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
Guilty Gear Xrd: Sign,2014,Fighting,Arc System Works,0.09,0,0.07,0.02,0.18
Pro Yaky? Spirits 2011,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
Ridge Racer Unbounded,2012,Racing,Namco Bandai Games,0.05,0.1,0,0.03,0.18
Full Auto 2: Battlelines,2006,Racing,Sega,0.14,0.02,0,0.02,0.18
MindJack,2011,Shooter,Square Enix,0.07,0.08,0,0.03,0.18
SingStar Motown,2009,Misc,Sony Computer Entertainment,0,0.16,0,0.02,0.18
Heavy Fire: Afghanistan,2011,Shooter,Unknown,0.17,0,0,0.01,0.18
College Hoops 2K7,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18
Biohazard: Revival Selection,2011,Action,Capcom,0,0,0.18,0,0.18
You Don't Know Jack,2011,Misc,THQ,0.16,0,0,0.01,0.18
Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,THQ,0.12,0.03,0,0.02,0.18
Disney Sing It: Family Hits,2010,Misc,Disney Interactive Studios,0.11,0.04,0,0.02,0.17
Ashes Cricket 2009,2009,Sports,Codemasters,0,0.16,0,0.02,0.17
Stormrise,2009,Strategy,Sega,0.13,0.02,0,0.02,0.17
Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.03,0.17
MotoGP 10/11,2011,Racing,Capcom,0.04,0.1,0,0.04,0.17
Fairytale Fights,2009,Action,Playlogic Game Factory,0.11,0.04,0,0.02,0.17
The Chronicles of Narnia: Prince Caspian,2008,Action,Disney Interactive Studios,0.14,0.02,0,0.02,0.17
Rapala Fishing Frenzy 2009,2008,Sports,Activision,0.16,0,0,0.01,0.17
Major League Baseball 2K9,2009,Sports,Spike,0.16,0,0,0.01,0.17
The Cursed Crusade,2011,Action,DTP Entertainment,0.07,0.07,0.01,0.03,0.17
FaceBreaker,2008,Fighting,Electronic Arts,0.13,0.03,0,0.02,0.17
PlayStation Move Heroes,2011,Platform,Sony Computer Entertainment,0.08,0.06,0,0.03,0.17
Watchmen: The End is Nigh - The Complete Experience,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0,0.02,0.17
The Lord of the Rings: Aragorn's Quest,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17
Backbreaker,N/A,Sports,Unknown,0.16,0,0,0.01,0.17
Buzz! Brain of the UK,2009,Misc,Sony Computer Entertainment,0,0.15,0,0.02,0.17
Time and Eternity,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
Hellboy: The Science of Evil,2008,Action,Konami Digital Entertainment,0.13,0.02,0,0.02,0.17
WRC 2: FIA World Rally Championship,2011,Racing,Ubisoft,0,0.13,0,0.04,0.17
Fracture,2008,Shooter,LucasArts,0.11,0.04,0,0.02,0.17
Splatterhouse,N/A,Action,Namco Bandai Games,0.13,0.02,0,0.02,0.17
Jikkyou Powerful Pro Yakyuu 2014,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
NCAA Basketball 09,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.17
Bakugan Battle Brawlers: Defenders of the Core,2010,Action,Activision,0.14,0.01,0,0.02,0.17
Hyperdimension Neptunia Victory,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16
MLB 16: The Show,2016,Action,Sony Computer Entertainment,0.13,0,0,0.03,0.16
Ar Nosurge: Ode to an Unborn Star,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
Chaotic: Shadow Warriors,2009,Action,Activision,0.15,0,0,0.01,0.16
Create,2010,Action,Electronic Arts,0.11,0.03,0,0.02,0.16
Dynasty Warriors 8: Xtreme Legends,2013,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.16
Heroes over Europe,2009,Simulation,Ubisoft,0.12,0.02,0,0.02,0.16
Beowulf: The Game,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16
Angry Birds Trilogy,2012,Action,Activision,0.12,0.02,0,0.02,0.16
NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16
The BIGS,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16
The King of Fighters XII,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16
TimeShift,2007,Shooter,Vivendi Games,0.14,0.01,0,0.01,0.16
MotionSports: Adrenaline,2011,Sports,Ubisoft,0.08,0.06,0,0.03,0.16
Farming Simulator 2013,2013,Simulation,Focus Home Interactive,0,0.1,0.02,0.04,0.16
Dengeki Bunko Fighting Climax,2014,Fighting,Sega,0.05,0,0.09,0.01,0.16
Blitz: The League II,2008,Sports,Midway Games,0.11,0.03,0,0.02,0.16
Rio,2011,Misc,THQ,0.04,0.09,0,0.03,0.16
Mugen Souls,2012,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16
Megamind: Ultimate Showdown,2010,Action,THQ,0.07,0.06,0,0.02,0.16
The Idolm@ster 2,2011,Misc,Namco Bandai Games,0,0,0.16,0,0.16
Deadly Premonition,2010,Action,Rising Star Games,0.08,0.05,0,0.02,0.15
All-Pro Football 2K8,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
NHL 2K10,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15
Murdered: Soul Suspect,2014,Action,Square Enix,0.05,0.06,0.02,0.02,0.15
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15
Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
Thor: God of Thunder,2011,Action,Sega,0.07,0.06,0,0.02,0.15
Fantastic Four: Rise of the Silver Surfer,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15
NBA Street Homecourt,2007,Sports,Electronic Arts,0.12,0.02,0,0.02,0.15
Syndicate,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.15
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15
3rd Super Robot Wars Z: Tengoku-Hen,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15
Soldier of Fortune: Payback,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15
Pro Yaky? Spirits 6,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
Major League Baseball 2K13,2013,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
Pro Baseball Spirits 2015,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
