Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Martian Gothic: Unification,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
Woody Woodpecker Racing,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
Carnage Heart,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
"Grand Theft Auto: Mission Pack #1, London 1969",1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
Digimon Digital Card Battle,1999,Strategy,Namco Bandai Games,0.06,0.04,0,0.01,0.11
Project: Horned Owl,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
Brunswick Circuit Pro Bowling 2,2000,Sports,THQ,0.06,0.04,0,0.01,0.11
D,1995,Adventure,Acclaim Entertainment,0,0,0.1,0.01,0.11
Revolution X,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
Vandal Hearts II,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995,Fighting,Atlus,0,0,0.1,0.01,0.1
X-Men: Children of the Atom,1998,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
Shellshock,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1
Urban Chaos,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,0.1
Olympic Summer Games: Atlanta 1996,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1
You Don't Know Jack: Mock 2,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1
3D Tank Warfare Simulator Panzer Front,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1
Vanishing Point,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
Dragonseeds,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1
Gekido,1999,Fighting,Infogrames,0.06,0.04,0,0.01,0.1
Army Men World War: Team Assault,2001,Action,3DO,0.06,0.04,0,0.01,0.1
LEGO Rock Raiders,1999,Strategy,LEGO Media,0.06,0.04,0,0.01,0.1
Ghost in the Shell,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
Crime Crackers,1994,Role-Playing,Sony Computer Entertainment,0,0,0.09,0.01,0.1
Micro Machines V3,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1
The Land Before Time: Great Valley Racing Adventure,2001,Racing,TDK Mediactive,0.05,0.04,0,0.01,0.1
Blast Chamber,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1
Option Tuning Car Battle,1998,Racing,MTO,0,0,0.09,0.01,0.1
Descent Maximum,1997,Shooter,Interplay Productions,0.05,0.04,0,0.01,0.1
Virtual Pro Wrestling,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1
Shadow Tower,1998,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1
Shadow Master,1997,Adventure,Psygnosis,0.05,0.04,0,0.01,0.1
Tokimeki Memorial: Taisen Pazurudama,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1
Street Fighter Collection,1997,Fighting,Capcom,0,0,0.09,0.01,0.1
Neo Atlas,1998,Strategy,ArtDink,0,0,0.09,0.01,0.09
Disney's Aladdin in Nasira's Revenge,2000,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Populous: The Beginning,1998,Strategy,Electronic Arts,0.05,0.04,0,0.01,0.09
Chess,2001,Strategy,Success,0.05,0.04,0,0.01,0.09
Rosco McQueen: Firefighter Extreme,1997,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
X-COM: UFO Defense,1995,Strategy,Microprose,0.05,0.04,0,0.01,0.09
World Stadium 5,2001,Sports,Namco Bandai Games,0,0,0.09,0.01,0.09
Shockwave Assault,1995,Simulation,Electronic Arts,0.05,0.04,0,0.01,0.09
Bogey: Dead 6,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Shin Megami Tensei,2001,Role-Playing,Atlus,0,0,0.09,0.01,0.09
Dragon Tales: Dragon Seek,2000,Platform,Ubisoft,0.05,0.03,0,0.01,0.09
Return Fire,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09
Rapid Reload,1995,Shooter,Sony Computer Entertainment,0,0,0.09,0.01,0.09
Metal Slug X,2001,Shooter,Virgin Interactive,0.05,0.03,0,0.01,0.09
Running Wild,1997,Racing,989 Studios,0.05,0.03,0,0.01,0.09
Brigandine: The Legend of Forsena,1998,Strategy,Atlus,0.05,0.03,0,0.01,0.09
Hello Kitty's Cube Frenzy,1998,Puzzle,Culture Publishers,0.05,0.03,0,0.01,0.09
Tunnel B1,1996,Action,Ocean,0.05,0.03,0,0.01,0.09
Porsche Challenge,1997,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Detana TwinBee Yahho! Deluxe Pack,1995,Shooter,Konami Digital Entertainment,0,0,0.08,0.01,0.09
Action Man-Operation Extreme,N/A,Action,N/A,0.05,0.03,0,0.01,0.09
Captain Tsubasa: Aratanaru Densetsu Joshou,2002,Sports,Konami Digital Entertainment,0,0,0.08,0.01,0.09
The Weakest Link,2001,Misc,Activision,0.05,0.03,0,0.01,0.09
Sotsugyou Crossworld,1996,Simulation,Hearty Robin,0,0,0.08,0.01,0.09
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,2000,Sports,Konami Digital Entertainment,0,0,0.08,0.01,0.09
Rollcage Stage II,2000,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Invasion From Beyond,1998,Shooter,GT Interactive,0.05,0.03,0,0.01,0.09
Theme Hospital,1998,Strategy,Electronic Arts,0.03,0.02,0.03,0.01,0.09
Codename Tenka,1997,Shooter,Psygnosis,0.05,0.03,0,0.01,0.09
Walt Disney's The Jungle Book: Rhythm N'Groove,2000,Misc,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Cyberia,1995,Action,Interplay,0.05,0.03,0,0.01,0.09
Wing Commander IV: The Price of Freedom,1997,Simulation,Origin Systems,0.05,0.03,0,0.01,0.09
Koudelka,1999,Role-Playing,Atari,0.05,0.03,0,0.01,0.08
Wreckin Crew,1998,Racing,Telstar,0.05,0.03,0,0.01,0.08
S.C.A.R.S,1998,Racing,Ubisoft,0.05,0.03,0,0.01,0.08
The King of Fighters '98: Dream Match Never Ends,1999,Fighting,SNK Playmore,0.05,0.03,0,0.01,0.08
Armorines: Project S.W.A.R.M.,2000,Shooter,Acclaim Entertainment,0.05,0.03,0,0.01,0.08
Blades of Blood: Samurai Shodown III,1995,Fighting,Sony Computer Entertainment,0.05,0.03,0,0.01,0.08
Strider 2,2000,Platform,Virgin Interactive,0.05,0.03,0,0.01,0.08
Iron Man / X-O Manowar in Heavy Metal,1996,Platform,Acclaim Entertainment,0.05,0.03,0,0.01,0.08
Robotron X,1996,Shooter,GT Interactive,0.05,0.03,0,0.01,0.08
Slayers Royal,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0.01,0.08
King's Field (Japan),1994,Role-Playing,From Software,0,0,0.08,0.01,0.08
Slam 'n Jam '96 featuring Magic & Kareem,1995,Sports,Crystal Dynamics,0.04,0.03,0,0.01,0.08
R/C Stunt Copter,1998,Simulation,Interplay,0.04,0.03,0,0.01,0.08
Final Fantasy VI,1999,Role-Playing,Sony Computer Entertainment,0,0,0.08,0.01,0.08
The King of Fighters '96,1997,Fighting,SNK,0,0,0.07,0.01,0.08
Incredible Crisis,1999,Action,Titus,0.04,0.03,0,0.01,0.08
Tempest 3X,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08
A-Train,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
Ogre Battle Series: Tactics Ogre,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08
Skydiving Extreme,2001,Sports,Banpresto,0.04,0.03,0,0.01,0.08
Striker 96,1995,Sports,Time Warner Interactive,0.04,0.03,0,0.01,0.08
Real Robots Final Attack,1998,Shooter,Banpresto,0,0,0.07,0.01,0.08
Auto Destruct,1998,Action,Electronic Arts,0.04,0.03,0,0.01,0.08
Skeleton Warriors,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08
No One Can Stop Mr. Domino!,1998,Misc,JVC,0.04,0.03,0,0,0.08
Duke Nukem: Land of the Babes,2000,Shooter,Atari,0.04,0.03,0,0,0.08
Monkey Hero,1998,Action,Take-Two Interactive,0.04,0.03,0,0,0.08
Krazy Ivan,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08
Wizardry: Llylgamyn Saga,1998,Role-Playing,Locus,0,0,0.07,0,0.07
Myst,1995,Adventure,Psygnosis,0,0,0.07,0,0.07
Buster Bros. Collection,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07
Boxing,2000,Fighting,Midas Interactive Entertainment,0.04,0.03,0,0,0.07
NHL Open Ice,1996,Sports,Midway Games,0.04,0.03,0,0,0.07
Classic Road,1995,Sports,Victor Interactive,0,0,0.07,0,0.07
Uprising X,1998,Action,3DO,0.04,0.03,0,0,0.07
NOëL: La Neige,1998,Adventure,Pioneer LDC,0,0,0.07,0,0.07
Roll Away,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0,0,0.07
Spot Goes to Hollywood,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07
G Darius,1997,Shooter,THQ,0.04,0.03,0,0,0.07
Viewpoint,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
Alexi Lalas International Soccer,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07
Monster Rancher Battle Card: Episode II,2000,Action,Tecmo Koei,0.04,0.03,0,0,0.07
Machine Head,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07
Vanguard Bandits,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07
Blast Radius,1998,Action,Psygnosis,0.04,0.03,0,0,0.07
Tecmo's Deception,1996,Role-Playing,Sunsoft,0.04,0.03,0,0,0.07
RayStorm,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07
Circuit Breakers,1998,Racing,Mindscape,0.04,0.03,0,0,0.07
Fantastic Four,1997,Action,Acclaim Entertainment,0.04,0.03,0,0,0.07
Strike Point,1996,Simulation,Elite,0.04,0.03,0,0,0.07
Space Hulk: Vengeance of the Blood Angels,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
Motor Toon Grand Prix (Japan),1994,Racing,Sony Computer Entertainment,0,0,0.06,0,0.07
Hikaru no Go: Heian Gensou Ibunroku,2002,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.07
OverBlood 2,1998,Action,Evolution Games,0,0,0.06,0,0.07
Dragon Valor,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07
The Putter Golf,2001,Sports,D3Publisher,0.04,0.03,0,0,0.07
TigerShark,1997,Simulation,GT Interactive,0.04,0.03,0,0,0.07
Norse by Norsewest: The Return of the Lost Vikings,1997,Action,Interplay,0.04,0.03,0,0,0.07
DefCon 5,1995,Shooter,Psygnosis,0.04,0.03,0,0,0.07
Card Games,2000,Misc,D3Publisher,0.04,0.03,0,0,0.07
Mega Man: Battle & Chase,1997,Racing,Capcom,0,0,0.06,0,0.07
Destrega,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0,0,0.07
The Final Round,1996,Sports,Konami Digital Entertainment,0.04,0.03,0,0,0.07
Army Men: Green Rogue,2001,Action,3DO,0.04,0.02,0,0,0.07
Pandemonium 2,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0,0,0.07
C: The Contra Adventure,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0,0,0.07
Speed Racer,1996,Racing,Tomy Corporation,0.04,0.02,0,0,0.07
Ojyousama Express,1998,Strategy,Media Works,0,0,0.06,0,0.06
Discworld,1994,Adventure,Psygnosis,0.04,0.02,0,0,0.06
Ray Tracers,1997,Racing,Sony Computer Entertainment,0.04,0.02,0,0,0.06
Bubble Bobble also featuring Rainbow Islands,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0,0,0.06
R-Types,1998,Shooter,Virgin Interactive,0.04,0.02,0,0,0.06
Star Fighter,1995,Shooter,Telstar,0.04,0.02,0,0,0.06
Power Shovel,2000,Action,JVC,0.03,0.02,0,0,0.06
There,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06
Tokimeki no Houkago,1998,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06
Championship Surfer,2000,Sports,Mattel Interactive,0.03,0.02,0,0,0.06
Blast Lacrosse,2001,Sports,Acclaim Entertainment,0.03,0.02,0,0,0.06
NBA Hangtime,1996,Sports,Midway Games,0.03,0.02,0,0,0.06
Killer Loop,1999,Racing,Crave Entertainment,0.03,0.02,0,0,0.06
Klonoa Beach Volleyball,2002,Sports,Namco Bandai Games,0.03,0.02,0,0,0.06
3D Lemmings,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06
G-Police: Weapons of Justice,1999,Action,Psygnosis,0.03,0.02,0,0,0.06
Killing Zone,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
Broken Helix,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
Real Bout Garou Densetsu Special: Dominated Mind,1998,Fighting,SNK,0,0,0.05,0,0.06
Interplay Sports Baseball 2000,1999,Sports,Interplay,0.03,0.02,0,0,0.06
Animorphs: Shattered Reality,2000,Action,Infogrames,0.03,0.02,0,0,0.06
Men in Black The Series: Crashdown,2001,Shooter,Infogrames,0.03,0.02,0,0,0.06
Zero Divide,1995,Fighting,Ocean,0.03,0.02,0,0,0.06
Broken Sword II: The Smoking Mirror,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06
Starwinder: The Ultimate Space Race,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
Gold and Glory: The Road to El Dorado,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06
Choro Q Marine: Q Boat,1998,Racing,Takara,0,0,0.05,0,0.06
Elemental Gearbolt,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06
WWF Wrestlemania: The Arcade Game,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
Impact Racing,1996,Racing,JVC,0.03,0.02,0,0,0.06
NHL Powerplay 98,1997,Sports,Virgin Interactive,0.03,0.02,0,0,0.05
Olympic Soccer: Atlanta 1996,1996,Sports,U.S. Gold,0.03,0.02,0,0,0.05
Bottom of the 9th '99,1998,Sports,Konami Digital Entertainment,0.03,0.02,0,0,0.05
Samurai Deeper Kyo,2002,Fighting,Namco Bandai Games,0,0,0.05,0,0.05
Hi-Octane: The Track Fights Back!,1995,Racing,Electronic Arts,0.03,0.02,0,0,0.05
Fatal Fury: Wild Ambition,1999,Fighting,SNK Playmore,0.03,0.02,0,0,0.05
Judge Dredd,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
Bass Rise,1999,Sports,Namco Bandai Games,0.03,0.02,0,0,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,1998,Action,Swing! Entertainment,0.03,0.02,0,0,0.05
Batman: Gotham City Racer,2001,Racing,Ubisoft,0.03,0.02,0,0,0.05
Taiho Shichauzo!,2001,Adventure,Pioneer LDC,0,0,0.05,0,0.05
Expendable,1999,Action,Infogrames,0.03,0.02,0,0,0.05
Arthur! Ready to Race,2000,Racing,The Learning Company,0.03,0.02,0,0,0.05
Thunder Force V: Perfect System,1998,Shooter,TechnoSoft,0.03,0.02,0,0,0.05
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998,Racing,Jaleco,0,0,0.05,0,0.05
Philosoma,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.05
Dead in the Water,1999,Action,ASC Games,0.03,0.02,0,0,0.05
Chronicles of the Sword,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05
SD Gundam: Over Galaxian,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
Power Spike Pro Beach Volleyball,2000,Sports,Infogrames,0.03,0.02,0,0,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05
Johnny Bazookatone,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05
Silhouette Mirage,1998,Platform,ESP,0.03,0.02,0,0,0.05
Zoop,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05
Saiyuki: Journey West,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
VR Soccer '96,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
Romance of the Three Kingdoms VI: Awakening of the Dragon,1998,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
Magic Carpet,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05
Hoshigami: Ruining Blue Earth,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05
Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05
Crusader: No Remorse,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
Test Drive Le Mans,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
The Misadventures of Tron Bonne,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05
Black Jack vs. Matsudajun,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05
Inspector Gadget: Gadget's Crazy Maze,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05
Wayne Gretzky's 3D Hockey '98,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05
Rat Attack!,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04
Sotsugyou II: Neo Generation,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
Assault Rigs,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04
Angelique Duet,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04
Shin Fortune Quest: Sokutaku no Kishi,1996,Misc,Media Works,0,0,0.04,0,0.04
Grand Slam,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04
The King of Fighters Kyo,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04
The Smurfs,1998,Action,Infogrames,0.02,0.02,0,0,0.04
Dance Dance Revolution Disney Mix,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04
High Heat Baseball 2002,2001,Sports,3DO,0.02,0.02,0,0,0.04
B.L.U.E.: Legend of Water,N/A,Adventure,N/A,0,0,0.04,0,0.04
Breeding Stud 2,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
Novastorm,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04
Dead Ball Zone,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04
Point Blank 2,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04
Thoroughbred Breeder II Plus,1995,Simulation,Hect,0,0,0.04,0,0.04
Syndicate Wars,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04
Herc's Adventures,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04
NHL Blades of Steel 2000,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.04
Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,Adventure,Infogrames,0.02,0.01,0,0,0.04
Warhammer: Dark Omen,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.04
Ballistic,1999,Puzzle,Atari,0.02,0.01,0,0,0.04
Ide Yosuke no Mahjong Kazoku,1995,Misc,Seta Corporation,0,0,0.04,0,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,2001,Platform,Ubisoft,0.02,0.01,0,0,0.04
Countdown Vampires,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.04
Crypt Killer,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.04
Battle Hunter,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0,0.04
PO'ed,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.04
Adidas Power Soccer,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04
Darklight Conflict,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04
Konami Arcade Classics,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,0.04
Mr. Driller,1999,Puzzle,Namco Bandai Games,0.02,0.01,0,0,0.04
Rhapsody: A Musical Adventure,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0,0,0.04
True Pinball,1996,Misc,Ocean,0.02,0.01,0,0,0.04
Deception III: Dark Delusion,1999,Role-Playing,Tecmo Koei,0.02,0.01,0,0,0.04
Trap Gunner: Countdown to Oblivion,1998,Strategy,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Batman Forever: The Arcade Game,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
M&Ms Shell Shocked,2001,Action,Berkeley,0.02,0.01,0,0,0.03
3D Baseball,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
Tail Concerto,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03
Night Head: The Labyrinth,1995,Adventure,Fuji,0,0,0.03,0,0.03
PowerSlave,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
Monster Rancher Hop-A-Bout,2000,Action,Tecmo Koei,0.02,0.01,0,0,0.03
DragonHeart: Fire & Steel,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
MotorHead,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0,0,0.03
Dancing Blade II: Tears of Eden,1999,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
Peak Performance,1997,Racing,JVC,0.02,0.01,0,0,0.03
Zoboomafoo: Leapin' Lemurs!,2001,Action,Encore,0.02,0.01,0,0,0.03
Lethal Enforcers I & II,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Ducati World Racing Challenge,2001,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03
Nectaris: Military Madness,1998,Strategy,Hudson Soft,0.02,0.01,0,0,0.03
BRAHMA Force: The Assault on Beltlogger 9,1996,Shooter,JVC,0.02,0.01,0,0,0.03
Robo Pit,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,0.03
Master of Monsters: Disciples of Gaia,1997,Strategy,Agetec,0.02,0.01,0,0,0.03
Grid Runner,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
Roadsters,2000,Racing,Titus,0.02,0.01,0,0,0.03
In Cold Blood,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0,0,0.03
Timeshock! Pro Pinball,1998,Misc,Empire Interactive,0.02,0.01,0,0,0.03
Rush Hour,1997,Misc,Psygnosis,0.02,0.01,0,0,0.03
The Perfect Golf,1995,Sports,Seta Corporation,0,0,0.03,0,0.03
The Adventures of Lomax,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03
Poy Poy,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03
Hermie Hopperhead: Scrap Panic,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03
Nanotek Warrior,1997,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03
Renegade Racers,1999,Racing,Interplay,0.01,0.01,0,0,0.03
Pitball,1996,Sports,Time Warner Interactive,0.01,0.01,0,0,0.03
R-Type Delta,1998,Shooter,Irem Software Engineering,0.01,0.01,0,0,0.03
War Gods,1996,Fighting,GT Interactive,0.01,0.01,0,0,0.03
Doki Oki,1995,Adventure,Banpresto,0,0,0.02,0,0.03
Bomberman Fantasy Race,1998,Racing,Virgin Interactive,0.01,0.01,0,0,0.02
Bugriders: The Race of Kings,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02
Peter Pan in Disney's Return to Never Land,2002,Platform,Sony Computer Entertainment,0.01,0.01,0,0,0.02
Kensei: Sacred Fist,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,0.02
Shanghai: True Valor,1998,Puzzle,Activision,0.01,0.01,0,0,0.02
Board Game: Top Shop,1999,Misc,Success,0.01,0.01,0,0,0.02
Bottom of the 9th '97,1997,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
RayCrisis: Series Termination,1999,Shooter,JVC,0.01,0.01,0,0,0.02
Tokyo Mew Mew,2002,Role-Playing,Takara,0,0,0.02,0,0.02
Jojo's Bizarre Adventure,1999,Fighting,Virgin Interactive,0.01,0.01,0,0,0.02
Ballblazer Champions,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02
Shooter: Starfighter Sanvein,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0,0.02
Brain Dead 13,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02
Aquanaut's Holiday,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02
Dance Dance Revolution Extra Mix,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Largo Winch .// Commando Sar,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02
Silent Bomber,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02
Adidas Power Soccer 98,1998,Sports,Psygnosis,0.01,0.01,0,0,0.02
Hogs of War,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02
Point Blank 3,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02
Puzzle Star Sweep,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02
The Crow: City of Angels,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02
Rising Zan: The Samurai Gunman,1998,Action,Agetec,0.01,0.01,0,0,0.02
Tail of the Sun,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02
Digimon Rumble Arena,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
Discworld II: Mortality Bytes!,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02
One Piece Mansion,2001,Action,Capcom,0.01,0.01,0,0,0.02
Big Bass Fishing,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02
Irritating Stick,1998,Action,Saurus,0.01,0.01,0,0,0.02
Iron Soldier 3,1999,Simulation,Telegames,0.01,0.01,0,0,0.02
Vanark,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01
K-1 Grand Prix,1999,Fighting,Jaleco,0.01,0.01,0,0,0.01
Victory Spike,1996,Sports,Imagineer,0,0,0.01,0,0.01
Builder's Block,1999,Strategy,EON Digital Entertainment,0.01,0,0,0,0.01
Meru Purana,1996,Strategy,Gust,0,0,0.01,0,0.01
Samurai Shodown: Warrios Rage,1999,Fighting,SNK,0.01,0,0,0,0.01
Crossroad Crisis,2000,Puzzle,Success,0.01,0,0,0,0.01
Psychic Detective,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01
